company_age,doc_completion,avg_rating,rating_variance,cancellation_rate,price_deviation,trustworthy
184,0.33,2.3,1.86,0.33,1.45,0
1294,1.0,1.7,0.26,0.23,0.3,0
372,0.33,2.8,0.24,0.45,1.32,0
1720,0.0,4.4,0.4,0.41,0.69,0
34,0.67,1.5,1.59,0.33,1.29,0
1975,0.0,4.2,1.93,0.0,0.88,0
22,0.67,2.7,0.78,0.25,0.53,0
1100,1.0,2.0,0.66,0.02,1.03,0
1540,0.0,3.3,1.18,0.58,0.38,0
1745,1.0,2.2,1.88,0.46,1.34,0
1587,0.0,4.4,1.92,0.17,0.48,0
1159,0.0,4.1,0.97,0.22,1.28,0
1316,0.67,1.7,1.55,0.43,0.57,0
1131,0.0,1.0,0.38,0.26,1.04,0
259,0.33,2.9,1.48,0.12,1.31,0
600,0.33,1.9,0.07,0.48,1.31,0
1516,0.67,3.3,1.61,0.14,1.18,0
1817,0.0,2.5,1.66,0.34,1.26,0
107,1.0,3.3,1.64,0.03,0.25,0
508,0.67,4.2,1.63,0.34,1.04,0
1409,1.0,3.0,0.49,0.04,0.72,0
57,1.0,1.2,1.28,0.57,1.44,0
49,0.67,2.1,0.16,0.29,1.35,0
951,1.0,1.2,0.1,0.07,0.09,0
671,0.33,4.8,1.96,0.11,0.47,0
1073,0.67,4.1,0.93,0.08,0.81,0
992,0.67,2.8,0.23,0.18,1.12,0
3,0.67,4.1,0.87,0.3,0.67,0
541,0.33,1.3,1.35,0.25,1.21,0
790,0.0,1.2,1.2,0.41,0.81,0
905,1.0,2.3,1.96,0.06,0.59,0
1430,0.0,3.6,1.34,0.2,0.02,0
494,0.33,1.7,1.68,0.45,0.69,0
1736,0.33,4.2,1.83,0.31,1.2,0
1765,0.33,3.4,1.45,0.58,0.44,0
452,0.67,3.7,1.45,0.3,0.2,0
842,0.67,2.3,1.48,0.05,0.7,0
609,0.33,1.5,1.22,0.45,1.07,0
1711,0.0,3.8,0.07,0.19,0.5,0
289,0.0,4.4,0.14,0.45,1.45,0
1565,1.0,4.0,1.79,0.05,0.14,1
992,0.33,2.3,1.52,0.08,1.16,0
625,1.0,4.1,0.18,0.38,1.14,0
854,0.67,4.3,0.71,0.36,1.17,0
1919,1.0,1.2,0.53,0.57,0.75,0
1405,0.67,1.9,0.8,0.48,0.59,0
520,1.0,1.6,1.12,0.59,1.13,0
224,1.0,4.8,1.06,0.46,0.88,0
926,0.33,4.2,0.18,0.14,0.23,0
1832,0.33,3.7,0.72,0.57,0.23,0
324,0.67,4.1,1.27,0.53,0.94,0
1025,1.0,1.2,0.46,0.14,1.22,0
1262,1.0,2.0,0.01,0.48,0.03,0
1338,1.0,3.8,1.68,0.05,0.63,1
141,0.33,3.4,0.59,0.48,0.36,0
1578,0.33,1.6,1.07,0.35,0.71,0
1091,0.33,4.2,0.97,0.15,0.49,0
1637,0.0,2.1,1.67,0.18,0.16,0
1763,0.0,1.9,0.77,0.08,1.01,0
984,0.33,2.7,0.59,0.48,0.76,0
1946,0.33,4.7,0.49,0.55,1.27,0
1323,0.0,4.4,1.8,0.48,1.41,0
937,0.67,1.2,0.26,0.6,0.27,0
1431,0.0,2.8,1.1,0.09,1.07,0
699,0.0,4.5,0.54,0.54,0.69,0
763,0.67,2.0,1.76,0.05,1.25,0
1581,0.33,2.4,1.3,0.25,1.0,0
1375,0.0,1.2,1.9,0.53,1.33,0
1833,0.67,4.2,1.1,0.2,0.67,1
848,0.67,3.6,0.31,0.47,0.44,0
171,0.67,2.2,0.77,0.6,0.46,0
525,0.0,2.7,1.14,0.37,1.26,0
560,0.67,3.9,1.36,0.33,0.97,0
1678,0.33,3.2,1.89,0.18,1.22,0
663,1.0,3.5,1.54,0.59,0.75,0
1594,0.33,3.5,0.2,0.16,1.45,0
243,0.33,3.0,1.18,0.55,1.23,0
1734,0.33,1.5,0.68,0.13,0.91,0
1528,0.67,1.8,0.95,0.33,1.24,0
269,1.0,4.2,1.79,0.17,0.75,1
1670,0.67,3.7,0.07,0.18,0.89,0
198,0.33,2.0,1.22,0.15,1.08,0
1787,1.0,3.7,1.76,0.15,1.26,0
487,1.0,1.0,1.19,0.07,0.1,0
884,1.0,1.1,0.29,0.47,1.02,0
1002,0.67,1.1,1.68,0.41,0.47,0
1232,0.67,2.3,1.91,0.4,1.14,0
777,0.0,2.1,0.35,0.18,0.8,0
254,0.67,1.6,0.55,0.26,1.2,0
971,0.67,2.4,0.03,0.34,1.23,0
1669,1.0,1.0,0.09,0.3,1.25,0
1682,0.33,4.1,0.84,0.36,1.04,0
905,0.0,4.5,0.14,0.0,0.41,0
1820,1.0,3.5,1.52,0.47,1.21,0
496,0.33,2.8,0.69,0.44,0.82,0
647,0.33,1.1,0.34,0.22,0.91,0
174,0.0,5.0,1.99,0.02,0.22,0
1947,0.0,3.0,1.44,0.16,1.28,0
1586,0.33,5.0,1.5,0.16,0.68,0
143,0.33,2.1,0.69,0.16,1.04,0
1126,0.33,3.6,0.51,0.42,0.63,0
1171,1.0,1.4,0.98,0.17,0.96,0
1771,0.0,4.9,1.87,0.25,0.13,0
764,0.33,3.8,0.67,0.29,0.76,0
837,1.0,4.9,0.32,0.3,0.57,0
1209,0.33,1.5,1.0,0.4,0.39,0
143,0.33,3.0,0.02,0.34,1.36,0
62,0.0,3.4,1.24,0.22,0.76,0
387,0.67,2.3,1.36,0.49,0.2,0
1664,1.0,3.0,1.89,0.03,0.96,0
665,1.0,2.4,0.04,0.42,0.64,0
1008,0.67,4.2,1.99,0.29,0.24,1
1251,0.67,4.3,1.21,0.42,0.76,0
1008,0.67,4.7,0.2,0.44,1.2,0
1987,0.33,4.7,0.31,0.53,0.69,0
91,0.33,1.5,0.03,0.02,0.92,0
800,0.0,1.3,1.92,0.52,0.43,0
523,1.0,4.0,0.97,0.56,0.85,0
1271,1.0,1.2,0.94,0.41,0.56,0
1825,0.33,4.8,1.31,0.19,0.94,0
1409,1.0,3.4,1.42,0.45,1.0,0
1365,0.67,2.0,1.81,0.05,0.55,0
1534,0.0,2.0,0.24,0.05,0.58,0
181,0.33,3.7,1.9,0.21,0.57,0
835,0.67,3.1,0.18,0.45,1.26,0
1522,0.0,2.9,0.67,0.22,0.24,0
606,0.33,3.0,1.51,0.37,1.37,0
348,0.0,2.4,1.75,0.1,1.46,0
1013,0.33,4.3,0.3,0.2,0.88,0
978,0.0,1.8,1.05,0.51,1.07,0
1267,0.67,1.9,0.84,0.07,0.58,0
232,0.67,2.4,1.83,0.37,0.34,0
1358,0.67,3.2,1.0,0.6,0.31,0
1942,0.67,4.6,0.31,0.54,1.17,0
1776,0.0,4.3,1.81,0.2,0.02,0
1397,1.0,1.3,1.65,0.21,1.33,0
749,1.0,4.6,1.45,0.1,1.07,0
752,0.67,3.5,1.17,0.18,0.95,0
341,0.33,3.1,0.52,0.02,1.49,0
1278,0.33,2.2,0.11,0.39,0.99,0
1040,1.0,1.8,1.78,0.21,1.12,0
987,1.0,4.7,0.8,0.52,0.2,0
1106,0.0,2.1,0.16,0.5,1.3,0
1983,0.0,2.7,0.44,0.07,0.43,0
1191,0.0,3.2,0.22,0.58,1.4,0
568,0.33,3.3,1.22,0.5,1.32,0
755,0.33,2.7,1.26,0.04,1.17,0
671,0.67,1.8,0.29,0.23,0.25,0
547,0.67,4.2,0.73,0.37,1.32,0
1740,0.0,3.0,0.85,0.03,1.46,0
1516,1.0,1.5,0.51,0.08,0.26,0
1971,0.67,3.3,0.16,0.43,1.2,0
298,0.0,1.6,0.93,0.38,0.26,0
315,0.33,4.5,0.96,0.28,1.37,0
71,1.0,4.1,0.04,0.11,1.31,0
317,0.0,3.3,0.43,0.19,0.72,0
1546,0.0,1.6,1.46,0.53,1.25,0
515,0.0,2.3,0.97,0.13,1.25,0
590,1.0,1.8,1.39,0.55,0.56,0
654,0.0,3.9,0.69,0.27,0.46,0
1239,0.0,4.3,1.19,0.46,1.02,0
1969,0.67,3.8,0.99,0.2,1.12,0
1070,0.33,3.9,1.38,0.51,0.03,0
1431,0.0,4.5,0.13,0.54,0.94,0
1001,0.0,1.3,1.55,0.4,0.66,0
397,0.67,1.1,0.09,0.1,0.23,0
1836,0.0,3.1,0.12,0.43,1.36,0
684,0.33,2.6,1.92,0.17,0.82,0
1334,1.0,1.4,0.16,0.15,1.0,0
929,0.0,4.7,0.32,0.14,0.54,0
1014,0.0,4.4,1.9,0.6,1.12,0
809,0.0,2.9,1.31,0.46,0.21,0
408,0.67,3.2,0.28,0.45,1.0,0
476,0.67,2.1,1.37,0.32,1.45,0
1928,1.0,1.5,0.27,0.43,1.09,0
97,0.67,3.3,1.24,0.22,0.86,0
563,0.0,3.4,1.05,0.5,0.85,0
803,0.67,3.8,1.3,0.52,1.06,0
244,1.0,3.1,0.18,0.22,0.4,0
121,1.0,1.2,1.63,0.16,1.03,0
1528,1.0,1.0,1.5,0.19,1.12,0
830,1.0,1.2,0.64,0.36,1.14,0
1793,0.67,1.0,1.64,0.0,0.85,0
1202,0.67,1.6,0.01,0.55,0.49,0
1330,1.0,2.8,0.13,0.28,1.16,0
1310,0.67,1.1,1.25,0.12,0.18,0
1655,1.0,3.1,0.02,0.05,0.1,0
1158,0.67,4.3,1.95,0.4,0.68,0
1747,0.33,4.6,0.49,0.59,0.09,0
489,0.0,2.5,0.09,0.41,0.88,0
1866,0.0,1.0,1.55,0.07,1.47,0
854,0.0,1.5,0.81,0.56,0.49,0
1991,1.0,3.8,0.53,0.03,0.56,1
1472,1.0,4.6,1.7,0.23,1.05,0
1516,1.0,4.3,1.0,0.38,1.14,0
40,0.67,3.2,1.74,0.5,0.72,0
1778,0.0,2.7,1.6,0.15,0.58,0
208,0.0,2.2,0.57,0.09,0.75,0
300,1.0,3.5,1.25,0.26,0.94,0
1279,1.0,4.7,1.58,0.58,0.38,0
648,0.67,2.8,1.44,0.3,1.35,0
27,1.0,4.2,1.83,0.27,0.83,0
1746,0.67,3.4,0.84,0.33,0.41,0
163,0.33,4.4,1.88,0.54,0.53,0
1558,0.33,3.6,1.04,0.33,0.62,0
911,0.0,2.1,1.79,0.47,1.14,0
1404,1.0,3.2,1.87,0.43,0.13,0
425,1.0,3.9,1.12,0.34,0.01,0
134,0.0,1.6,1.72,0.58,0.79,0
1967,1.0,2.5,0.14,0.59,0.16,0
32,0.33,3.4,1.5,0.16,1.33,0
1429,0.33,1.1,1.89,0.11,0.07,0
930,1.0,2.9,1.95,0.11,1.39,0
1884,0.33,5.0,0.68,0.45,0.22,0
348,0.33,2.3,1.21,0.25,1.44,0
1986,0.67,5.0,0.18,0.46,0.76,0
1489,0.67,2.4,1.42,0.22,0.92,0
55,1.0,2.4,0.54,0.32,1.25,0
36,0.67,1.5,0.39,0.29,0.67,0
578,1.0,4.2,1.38,0.15,0.6,1
1776,0.0,4.3,1.65,0.58,0.37,0
1408,0.33,1.2,0.98,0.54,0.01,0
1851,0.0,5.0,0.26,0.29,0.12,0
347,1.0,1.4,1.91,0.39,0.48,0
783,0.33,4.5,0.58,0.59,0.63,0
1864,0.33,3.4,0.27,0.05,0.3,0
508,1.0,4.3,1.91,0.53,0.06,0
1264,0.67,3.6,0.05,0.41,1.08,0
1821,0.67,4.1,1.02,0.35,0.15,0
925,1.0,4.8,1.04,0.05,0.02,1
1804,0.67,1.7,0.72,0.02,0.95,0
86,0.0,3.2,0.61,0.35,0.45,0
572,1.0,4.9,1.53,0.28,1.02,0
266,0.0,4.8,1.27,0.36,1.43,0
168,0.67,2.7,1.78,0.06,0.54,0
889,0.67,2.3,0.21,0.49,0.57,0
1301,0.0,5.0,0.3,0.09,0.92,0
1092,1.0,3.3,0.31,0.02,1.07,0
1634,1.0,3.6,0.74,0.55,1.03,0
712,0.0,2.3,0.15,0.58,1.49,0
1835,0.0,3.2,0.9,0.2,1.0,0
1899,0.67,1.1,1.45,0.07,1.39,0
737,0.33,4.9,1.77,0.02,1.43,0
1450,0.0,4.7,1.07,0.24,0.46,0
1567,0.33,3.1,1.56,0.06,0.86,0
247,0.67,4.0,0.84,0.31,1.35,0
506,1.0,3.0,1.73,0.25,0.71,0
237,0.33,1.5,1.47,0.25,0.18,0
1291,0.67,2.3,0.52,0.34,1.17,0
1552,0.33,1.8,0.07,0.6,1.2,0
262,0.0,1.5,1.55,0.21,0.21,0
1174,1.0,4.5,0.03,0.15,1.0,0
207,1.0,3.7,1.45,0.31,1.46,0
1094,0.0,4.6,1.42,0.56,0.92,0
1951,1.0,2.0,1.81,0.34,1.41,0
1029,1.0,1.8,0.5,0.52,1.06,0
1992,0.67,4.6,1.58,0.19,1.32,0
1095,1.0,4.7,1.02,0.38,0.05,0
1309,0.33,4.5,0.36,0.38,1.46,0
789,0.33,1.1,0.29,0.55,0.9,0
1869,0.33,2.5,0.81,0.15,0.46,0
1631,0.67,2.3,0.32,0.48,1.35,0
1197,0.0,2.8,0.22,0.11,0.18,0
48,0.67,1.0,1.12,0.6,0.26,0
995,0.67,2.3,1.13,0.08,0.55,0
590,1.0,2.8,0.64,0.27,0.74,0
901,0.67,1.7,1.34,0.56,0.9,0
1553,1.0,4.1,1.4,0.05,0.87,0
433,0.0,1.1,1.96,0.47,0.71,0
836,0.67,3.9,0.93,0.04,0.63,1
251,0.33,3.0,1.36,0.26,0.12,0
755,1.0,4.3,1.67,0.57,1.15,0
614,0.67,2.2,1.86,0.41,0.29,0
840,0.0,1.2,0.84,0.15,0.74,0
127,1.0,1.4,0.48,0.32,1.41,0
1020,0.33,1.6,0.12,0.34,0.98,0
1678,0.0,1.2,0.09,0.05,0.86,0
1014,0.67,4.6,0.44,0.14,0.39,1
1065,1.0,1.1,0.19,0.4,0.03,0
1188,0.67,3.2,0.4,0.25,0.16,0
1366,0.33,1.5,1.8,0.14,1.3,0
1306,0.33,3.4,0.17,0.21,0.84,0
1821,1.0,4.6,0.44,0.41,0.05,0
1640,0.33,2.3,1.83,0.27,0.75,0
700,0.33,3.4,1.22,0.36,0.88,0
1925,1.0,2.2,1.74,0.39,1.34,0
1136,1.0,4.7,1.3,0.27,0.12,1
1535,0.33,1.1,1.04,0.53,1.22,0
1210,0.33,1.9,1.36,0.28,0.94,0
1377,0.0,4.7,0.7,0.11,0.46,0
1678,1.0,4.0,1.72,0.54,1.01,0
1115,0.33,2.1,1.95,0.21,1.05,0
201,0.33,3.4,0.77,0.01,0.66,0
1538,0.0,3.9,1.61,0.58,0.02,0
334,0.33,3.4,0.14,0.16,0.9,0
656,0.67,2.2,1.06,0.05,0.02,0
1822,0.0,4.2,1.21,0.12,0.81,0
1956,1.0,1.4,1.64,0.13,0.64,0
1767,0.33,3.3,0.55,0.22,0.03,0
1673,0.33,1.8,1.16,0.49,0.65,0
817,1.0,3.9,0.08,0.24,1.41,0
894,0.0,3.9,0.07,0.15,0.51,0
1520,0.0,1.5,1.12,0.36,1.2,0
1500,0.67,1.9,0.19,0.25,0.38,0
309,0.0,4.1,0.77,0.41,0.81,0
348,0.0,4.6,0.85,0.56,0.63,0
1084,0.67,2.9,0.05,0.15,1.38,0
610,0.0,1.8,1.56,0.12,0.53,0
446,0.33,4.8,0.09,0.2,0.29,0
1944,0.67,2.3,0.08,0.11,0.58,0
121,1.0,4.8,1.49,0.03,0.58,1
247,0.67,5.0,0.75,0.13,0.37,1
973,1.0,1.7,0.35,0.39,1.09,0
783,0.0,1.8,0.54,0.23,1.15,0
1897,0.0,1.5,0.66,0.43,1.26,0
298,0.0,1.8,1.22,0.59,1.32,0
564,0.33,4.5,1.55,0.4,0.79,0
1773,0.0,1.1,0.64,0.09,1.17,0
1549,1.0,2.1,1.27,0.03,1.29,0
341,1.0,3.5,1.78,0.02,1.39,0
14,0.0,2.8,1.33,0.16,1.5,0
1285,0.33,3.8,0.64,0.58,0.29,0
1905,0.67,2.6,0.05,0.06,0.57,0
109,0.33,2.5,0.97,0.01,0.13,0
487,0.0,2.3,0.34,0.18,0.09,0
1453,0.67,1.2,0.36,0.02,0.42,0
1563,0.0,1.8,1.26,0.47,0.01,0
130,0.67,1.6,1.19,0.13,1.37,0
912,1.0,1.3,1.19,0.16,0.42,0
557,0.0,3.5,0.87,0.11,0.47,0
784,1.0,1.1,1.96,0.12,0.41,0
1093,0.0,4.2,1.0,0.26,0.97,0
1573,0.67,4.5,0.07,0.05,1.36,0
914,1.0,4.4,0.98,0.12,0.94,0
1099,0.67,4.4,1.33,0.32,1.22,0
316,0.67,2.3,0.58,0.01,0.47,0
1711,1.0,2.5,1.98,0.08,1.07,0
1220,0.33,4.3,1.82,0.22,1.14,0
95,0.33,3.0,0.63,0.4,1.17,0
29,0.33,2.4,0.36,0.59,1.12,0
1948,0.33,3.6,1.31,0.47,0.07,0
1826,1.0,3.5,0.19,0.56,1.37,0
1497,0.33,2.7,1.63,0.36,1.46,0
1588,0.0,2.9,1.6,0.59,0.72,0
242,0.67,4.3,0.99,0.04,1.29,0
86,0.33,4.6,0.49,0.42,1.46,0
1625,0.0,2.7,0.38,0.33,1.06,0
992,0.67,1.6,1.29,0.07,1.49,0
1250,0.67,1.2,1.61,0.57,1.03,0
648,0.0,4.1,1.79,0.03,1.15,0
529,1.0,1.1,0.22,0.15,0.52,0
239,0.67,2.8,0.74,0.45,1.32,0
138,1.0,4.3,1.68,0.39,0.22,0
1850,0.0,2.8,1.21,0.32,0.16,0
33,0.67,4.2,0.86,0.13,1.11,0
9,1.0,1.3,1.06,0.47,0.93,0
1176,0.0,2.5,1.83,0.18,1.24,0
555,1.0,2.5,1.97,0.48,0.27,0
157,0.67,3.5,0.91,0.07,1.23,0
853,0.33,2.4,0.19,0.25,0.83,0
1321,1.0,4.0,0.91,0.3,0.64,0
404,0.0,4.3,0.48,0.34,1.33,0
1032,0.0,3.4,0.31,0.02,1.02,0
1906,0.67,1.2,0.32,0.32,0.6,0
1637,0.0,1.2,0.23,0.39,0.35,0
997,0.67,3.3,0.94,0.2,0.93,0
325,1.0,3.4,0.35,0.39,0.76,0
938,0.33,5.0,1.22,0.27,0.03,0
1405,0.33,1.4,0.18,0.05,1.07,0
960,0.67,1.6,0.8,0.03,0.29,0
858,0.67,3.8,1.53,0.22,0.2,1
187,0.0,3.7,0.15,0.45,0.67,0
1805,0.33,1.0,1.48,0.23,0.43,0
1977,0.67,4.5,1.21,0.35,0.92,0
1348,0.33,3.2,1.13,0.5,1.24,0
731,0.67,2.5,0.92,0.39,0.21,0
408,1.0,4.0,1.7,0.46,0.36,0
1719,0.67,2.7,1.14,0.31,1.01,0
395,0.67,4.1,0.11,0.11,0.12,1
1179,0.0,3.9,0.27,0.03,0.34,0
398,0.0,3.3,1.36,0.6,1.18,0
924,0.33,3.0,0.74,0.18,1.14,0
1836,0.67,1.1,1.31,0.6,0.42,0
1499,0.33,2.6,0.96,0.32,1.38,0
925,0.0,3.0,1.76,0.39,0.69,0
1602,0.0,3.0,0.16,0.4,1.11,0
1893,1.0,1.7,1.86,0.1,1.31,0
979,0.67,4.7,1.13,0.14,0.91,0
930,1.0,1.5,0.03,0.56,0.67,0
546,0.67,2.2,0.17,0.01,1.15,0
1704,0.33,3.7,0.46,0.32,0.75,0
526,0.33,3.1,0.49,0.55,0.79,0
1925,1.0,3.0,0.51,0.44,1.29,0
218,0.33,3.2,0.35,0.48,0.74,0
133,0.67,3.5,1.16,0.12,1.1,0
1338,0.33,3.1,0.35,0.01,1.16,0
1903,0.33,3.4,1.21,0.17,0.07,0
1826,0.67,2.2,1.91,0.3,0.79,0
173,0.67,2.9,0.32,0.11,0.42,0
45,0.33,3.7,1.8,0.23,1.35,0
1940,0.0,1.3,0.96,0.01,1.41,0
1310,0.33,1.1,0.61,0.18,1.49,0
1689,0.0,3.0,1.3,0.19,0.43,0
1086,0.33,3.4,1.19,0.02,0.36,0
1218,0.67,1.2,0.11,0.34,0.64,0
1541,1.0,4.8,0.8,0.29,0.15,1
1961,0.33,2.2,1.95,0.38,0.09,0
1358,0.0,2.2,0.82,0.55,1.03,0
373,0.0,4.1,0.01,0.2,1.44,0
939,0.67,4.6,1.36,0.24,1.07,0
572,0.33,2.2,1.72,0.09,0.84,0
1486,0.67,4.1,1.06,0.02,1.39,0
488,0.67,3.6,0.82,0.29,0.4,1
1073,0.0,2.1,1.95,0.52,1.11,0
395,0.67,4.7,0.02,0.48,1.05,0
278,0.0,1.8,0.3,0.11,1.36,0
1827,0.33,2.5,0.23,0.03,0.31,0
931,0.0,3.5,0.22,0.19,1.03,0
759,0.33,3.8,0.14,0.04,0.46,0
763,0.0,3.3,0.84,0.51,0.81,0
26,1.0,2.4,0.55,0.47,0.47,0
1603,0.33,3.5,1.66,0.43,0.5,0
267,0.33,1.5,1.66,0.01,1.04,0
610,0.33,2.8,0.43,0.13,1.02,0
551,0.0,1.4,1.93,0.4,0.76,0
475,1.0,1.5,1.51,0.14,1.19,0
878,0.0,4.5,0.59,0.02,0.04,0
490,0.33,4.6,1.09,0.19,0.29,0
1330,0.33,2.5,0.89,0.03,1.06,0
932,0.0,2.4,0.55,0.09,1.11,0
1644,0.0,5.0,1.75,0.41,0.18,0
1367,0.0,3.8,0.9,0.07,0.75,0
1861,1.0,3.7,0.88,0.14,0.1,1
1388,0.0,3.3,0.34,0.39,0.91,0
505,1.0,1.4,0.75,0.19,1.0,0
938,1.0,2.7,0.19,0.09,0.32,0
1629,0.33,2.4,1.63,0.22,0.13,0
1014,0.33,3.7,0.66,0.52,0.23,0
189,1.0,3.1,0.35,0.55,1.41,0
1092,0.33,4.9,1.41,0.48,0.37,0
1461,0.67,2.2,1.79,0.09,1.35,0
539,0.33,1.6,0.31,0.04,0.45,0
653,1.0,3.2,1.55,0.43,0.24,0
236,1.0,4.4,0.66,0.4,0.49,0
167,0.0,3.4,1.39,0.01,0.21,0
404,0.0,2.4,0.9,0.15,1.03,0
723,0.0,2.8,0.15,0.24,0.19,0
798,1.0,4.9,0.0,0.59,0.66,0
108,0.33,2.6,0.54,0.43,0.09,0
1415,0.0,1.7,0.82,0.47,0.13,0
383,1.0,3.4,0.9,0.59,0.26,0
754,0.33,2.8,0.44,0.52,1.18,0
576,0.0,4.2,0.81,0.47,0.22,0
515,0.67,3.4,1.22,0.42,1.13,0
799,0.67,3.3,1.05,0.33,0.86,0
1042,1.0,4.0,0.39,0.15,0.64,1
836,1.0,1.1,1.85,0.42,0.98,0
901,0.33,2.6,1.1,0.35,1.34,0
1395,0.0,2.7,0.44,0.52,0.67,0
1278,0.67,2.5,0.12,0.27,0.56,0
1987,1.0,4.0,1.42,0.14,0.95,0
861,0.67,4.1,1.98,0.04,0.37,1
1258,0.33,4.3,1.45,0.02,0.21,0
490,1.0,5.0,0.27,0.37,1.0,0
1151,0.33,3.0,1.62,0.24,0.71,0
1202,1.0,1.9,0.09,0.42,0.8,0
599,0.67,4.9,0.21,0.3,1.23,0
1481,0.33,4.7,1.91,0.35,0.25,0
1117,0.67,4.3,1.8,0.16,0.05,1
586,1.0,1.3,0.11,0.15,0.52,0
430,0.33,3.8,1.43,0.24,0.73,0
643,0.33,3.4,1.16,0.32,0.82,0
99,0.0,4.8,0.37,0.59,1.4,0
253,0.33,4.1,0.69,0.56,0.62,0
971,1.0,3.9,1.83,0.58,0.76,0
1788,1.0,1.8,1.06,0.24,0.02,0
253,0.67,2.3,1.47,0.04,0.73,0
1098,0.33,2.6,1.25,0.32,0.85,0
775,0.33,1.4,1.7,0.13,0.16,0
1975,0.0,2.5,1.19,0.03,1.29,0
1239,0.33,4.9,1.06,0.38,1.32,0
1666,0.33,2.6,1.08,0.45,0.3,0
171,1.0,1.0,0.35,0.27,1.07,0
400,0.33,1.9,1.01,0.11,0.64,0
947,0.0,3.0,1.39,0.2,0.55,0
1250,0.0,1.3,0.94,0.04,0.41,0
970,0.67,1.9,1.53,0.43,0.07,0
88,0.67,4.7,1.73,0.15,0.24,1
1230,0.67,2.0,1.26,0.28,0.02,0
1524,0.33,1.8,1.11,0.35,1.39,0
1397,1.0,3.5,1.24,0.18,0.99,0
1836,0.0,1.9,0.07,0.5,0.06,0
356,0.33,4.7,0.02,0.25,0.23,0
501,1.0,4.6,1.25,0.31,1.5,0
1449,0.33,4.8,1.47,0.04,0.05,0
1102,0.0,4.7,0.8,0.17,1.31,0
1657,1.0,1.7,1.05,0.55,1.13,0
219,0.33,3.9,0.27,0.51,1.4,0
1125,0.67,4.9,0.86,0.41,0.97,0
1320,0.0,3.4,0.41,0.45,0.53,0
1411,0.0,1.5,0.84,0.21,0.8,0
75,1.0,5.0,0.72,0.52,0.64,0
1619,0.67,1.2,1.78,0.17,0.35,0
1723,0.33,1.6,1.21,0.15,1.13,0
1529,0.33,1.2,0.87,0.27,0.56,0
250,0.0,4.0,1.99,0.18,0.41,0
801,0.33,1.4,0.35,0.19,0.89,0
416,0.67,2.6,0.94,0.22,1.08,0
1217,1.0,3.5,0.85,0.09,0.22,1
1045,0.67,4.9,0.36,0.26,1.07,0
1974,1.0,3.4,0.18,0.25,0.92,0
1165,0.0,2.0,0.26,0.41,0.2,0
1460,0.0,1.3,1.08,0.21,0.19,0
125,1.0,4.5,1.28,0.14,0.51,1
1399,0.33,1.3,1.2,0.12,1.2,0
1669,1.0,3.9,1.89,0.23,1.33,0
477,1.0,1.2,1.0,0.44,0.01,0
1316,1.0,1.7,0.26,0.5,1.19,0
390,1.0,1.9,0.39,0.06,1.3,0
1591,1.0,1.4,1.75,0.21,1.2,0
46,1.0,1.4,0.72,0.19,1.46,0
302,0.67,1.1,0.94,0.3,1.24,0
430,0.33,4.9,0.98,0.02,0.67,0
37,1.0,1.4,0.53,0.06,0.55,0
709,1.0,3.9,0.59,0.4,0.4,0
76,1.0,2.9,0.77,0.09,0.46,0
1827,1.0,2.8,1.1,0.28,0.67,0
1499,1.0,1.1,0.89,0.26,0.63,0
1762,1.0,3.5,1.95,0.57,0.24,0
1850,0.0,3.3,0.13,0.41,0.74,0
78,0.33,3.6,0.61,0.48,0.34,0
186,1.0,3.0,1.04,0.1,0.83,0
1064,0.67,4.0,1.16,0.38,0.46,0
1830,0.0,3.0,0.18,0.45,1.45,0
980,1.0,4.2,0.36,0.32,0.6,0
574,0.33,3.9,1.42,0.49,0.88,0
182,1.0,2.6,1.57,0.17,0.26,0
89,0.0,2.2,0.56,0.03,0.43,0
42,0.0,4.6,0.02,0.4,1.09,0
512,1.0,4.1,1.9,0.17,0.36,1
458,1.0,3.2,0.19,0.39,0.02,0
334,1.0,2.3,1.61,0.43,0.29,0
1647,0.0,1.2,0.56,0.19,0.98,0
1728,1.0,3.9,1.64,0.08,0.19,1
210,0.33,3.0,0.38,0.13,0.72,0
1107,0.0,1.9,1.57,0.28,0.54,0
1060,0.0,3.2,1.18,0.55,0.17,0
686,0.33,2.8,0.47,0.44,0.15,0
1466,1.0,4.4,1.26,0.42,0.18,0
1321,0.33,2.0,1.72,0.13,1.36,0
204,0.0,1.0,0.95,0.41,0.19,0
809,1.0,1.5,0.06,0.29,1.36,0
392,0.33,3.0,0.89,0.12,0.12,0
1110,0.33,4.9,1.24,0.07,0.54,0
1077,1.0,1.2,0.24,0.02,1.24,0
843,0.0,4.3,1.89,0.24,0.17,0
377,0.67,4.7,1.98,0.2,1.15,0
469,0.0,2.0,1.32,0.29,0.48,0
282,0.0,4.2,0.52,0.27,0.34,0
304,0.67,2.0,0.98,0.42,1.32,0
76,0.67,3.8,1.78,0.14,1.21,0
1069,1.0,3.7,0.71,0.27,1.38,0
1730,0.33,2.4,1.74,0.13,0.22,0
1981,0.33,1.2,1.75,0.09,0.33,0
1015,0.67,2.0,1.83,0.12,1.07,0
1537,0.0,1.2,0.13,0.52,1.21,0
699,0.67,4.2,0.13,0.58,1.17,0
1944,0.33,1.1,0.8,0.07,0.41,0
1640,1.0,4.2,1.0,0.01,0.03,1
